created_at,neg,neu,pos,compound,vader,txtblob,retweets,favorites,weighted_compound_0,score_0,weighted_compound_1,score_1,weighted_compound_2,score_2,weighted_compound_3,score_3
2020-09-29 13:48:52,0.0,1.0,0.0,0.0,0,0.25,0,1,0.0,1.0133333333333334,0.0,0.023859649122807018,0.0,1.0133333333333334,0.0,0.013333333333333334
2020-09-29 13:51:48,0.0,1.0,0.0,0.0,0,0.0,1,2,0.0,1.0066666666666666,0.0,0.01719298245614035,0.0,1.0066666666666666,0.0,0.006666666666666667
2020-09-29 13:56:06,0.0,1.0,0.0,0.0,0,0.1761904761904762,5,8,0.0,1.0133333333333334,0.0,0.023859649122807018,0.0,1.0133333333333334,0.0,0.013333333333333334
2020-09-29 13:56:52,0.0,1.0,0.0,0.0,0,0.1761904761904762,0,0,0.0,1.0,0.0,0.010526315789473684,0.0,1.0,0.0,0.006666666666666667
2020-09-29 14:00:42,0.0,1.0,0.0,0.0,0,0.1761904761904762,0,0,0.0,1.0066666666666666,0.0,0.01719298245614035,0.0,1.0066666666666666,0.0,0.006666666666666667
2020-09-29 14:01:32,0.0,0.854,0.146,0.34,1,0.1,0,0,0.34226666666666666,1.0066666666666666,0.00584561403508772,0.01719298245614035,0.34226666666666666,1.0066666666666666,0.002266666666666667,0.006666666666666667
2020-09-29 14:02:29,0.0,1.0,0.0,0.0,0,0.0,0,0,0.0,1.0133333333333334,0.0,0.023859649122807018,0.0,1.0133333333333334,0.0,0.013333333333333334
2020-09-29 14:06:08,0.0,1.0,0.0,0.0,0,0.1761904761904762,0,0,0.0,1.0,0.0,0.010526315789473684,0.0,1.0,0.0,0.006666666666666667
2020-09-29 14:28:20,0.0,1.0,0.0,0.0,0,0.0,0,0,0.0,1.0,0.0,0.010526315789473684,0.0,1.0,0.0,0.006666666666666667
2020-09-29 14:46:24,0.0,0.851,0.149,0.4215,1,0.033333333333333326,0,0,0.45803,1.0866666666666667,0.04096684210526316,0.09719298245614036,0.45803,1.0866666666666667,0.03653,0.08666666666666667
2020-09-29 15:00:21,0.0,1.0,0.0,0.0,0,0.0,0,1,0.0,1.0333333333333334,0.0,0.043859649122807015,0.0,1.0333333333333334,0.0,0.03333333333333333
2020-09-29 15:02:40,0.0,0.862,0.138,0.4939,1,0.0,0,2,0.4939,1.0,0.005198947368421053,0.010526315789473684,0.4939,1.0,0.003292666666666667,0.006666666666666667
2020-09-29 15:06:09,0.093,0.805,0.102,0.0516,1,0.1,2,2,0.051944,1.0066666666666666,0.0008871578947368421,0.01719298245614035,0.051944,1.0066666666666666,0.000344,0.006666666666666667
2020-09-29 15:11:00,0.0,0.888,0.112,0.4144,1,0.19999999999999998,0,0,0.4199253333333334,1.0133333333333334,0.009887438596491228,0.023859649122807018,0.4199253333333334,1.0133333333333334,0.0055253333333333335,0.013333333333333334
2020-09-29 15:12:50,0.083,0.827,0.09,0.0516,1,0.1,0,0,0.055383999999999996,1.0733333333333333,0.004327157894736843,0.08385964912280702,0.055383999999999996,1.0733333333333333,0.003784,0.07333333333333333
2020-09-29 15:26:31,0.0,1.0,0.0,0.0,0,0.1761904761904762,0,0,0.0,1.0,0.0,0.010526315789473684,0.0,1.0,0.0,0.006666666666666667
2020-09-29 15:27:02,0.0,1.0,0.0,0.0,0,0.175,0,0,0.0,1.0,0.0,0.010526315789473684,0.0,1.0,0.0,0.006666666666666667
2020-09-29 15:30:37,0.0,0.893,0.107,0.34,1,0.2,0,0,0.34,1.0,0.0035789473684210526,0.010526315789473684,0.34,1.0,0.002266666666666667,0.006666666666666667
