,neg,neu,pos,compound,vader,txtblob,retweets,favorites
169,0.0,1.0,0.0,0.0,0,0.0,0,0
170,0.0,1.0,0.0,0.0,0,0.0,0,0
171,0.0,1.0,0.0,0.0,0,0.11666666666666665,0,0
172,0.0,1.0,0.0,0.0,0,0.11666666666666665,0,0
173,0.0,1.0,0.0,0.0,0,0.0,0,0
174,0.0,1.0,0.0,0.0,0,0.0,0,0
175,0.0,0.866,0.134,0.4767,1,0.375,0,2
176,0.0,0.913,0.087,0.296,1,0.0,0,0
177,0.0,0.913,0.087,0.296,1,0.0,0,0
178,0.0,0.917,0.083,0.2023,1,0.125,0,0
179,0.126,0.779,0.095,-0.1779,-1,0.0,1,4
180,0.0,1.0,0.0,0.0,0,0.0,0,0
181,0.0,1.0,0.0,0.0,0,0.0,0,0
182,0.0,1.0,0.0,0.0,0,0.0,0,1
183,0.0,0.854,0.146,0.4404,1,0.25,2,3
184,0.0,0.63,0.37,0.5719,1,0.0,0,0
185,0.0,1.0,0.0,0.0,0,0.0,0,0
186,0.0,1.0,0.0,0.0,0,0.0,0,0
187,0.0,0.859,0.141,0.3182,1,-0.1,0,0
188,0.0,1.0,0.0,0.0,0,0.3,0,0
189,0.0,1.0,0.0,0.0,0,0.0,0,0
190,0.0,0.913,0.087,0.2023,1,0.5,0,0
191,0.0,1.0,0.0,0.0,0,0.0,1,0
192,0.0,0.886,0.114,0.4019,1,-0.05,0,1
193,0.0,1.0,0.0,0.0,0,0.0,0,0
