,neg,neu,pos,compound,vader,txtblob,retweets,favorites,weighted_compound_0,score_0,weighted_compound_1,score_1,weighted_compound_2,score_2,weighted_compound_3,score_3
0,0.0,1.0,0.0,0.0,0,0.0,0,1,0.0,1.001194743130227,0.0,0.0037136348178844316,0.0,1.001194743130227,0.0,0.0011947431302270011
1,0.0,0.759,0.241,0.6908,1,0.35,0,0,0.6908,1.0,0.001740050377833753,0.0025188916876574307,0.6908,1.0,0.0008253285543608123,0.0011947431302270011
2,0.0,0.759,0.241,0.5859,1,0.6000000000000001,0,0,0.5859,1.0,0.0014758186397984885,0.0025188916876574307,0.5859,1.0,0.0006999999999999999,0.0011947431302270011
3,0.0,1.0,0.0,0.0,0,0.0,0,0,0.0,1.0,0.0,0.0025188916876574307,0.0,1.0,0.0,0.0011947431302270011
4,0.0,0.794,0.206,0.6369,1,0.19999999999999998,1,6,0.642226523297491,1.008363201911589,0.006930805413360058,0.01088209359924644,0.642226523297491,1.008363201911589,0.005326523297491039,0.008363201911589008
5,0.0,0.891,0.109,0.4019,1,-0.03333333333333335,0,0,0.4019,1.0,0.0010123425692695213,0.0025188916876574307,0.4019,1.0,0.00048016726403823175,0.0011947431302270011
6,0.0,0.902,0.098,0.34,1,0.0,1,6,0.34284348864994024,1.008363201911589,0.00369991182374379,0.01088209359924644,0.34284348864994024,1.008363201911589,0.002843488649940263,0.008363201911589008
7,0.0,0.854,0.146,0.34,1,0.0,0,0,0.34,1.0,0.0008564231738035265,0.0025188916876574307,0.34,1.0,0.0004062126642771804,0.0011947431302270011
8,0.0,0.845,0.155,0.296,1,0.1,2,6,0.2988291517323775,1.009557945041816,0.0035747436719241383,0.01207683672947344,0.2988291517323775,1.009557945041816,0.0028291517323775386,0.009557945041816009
9,0.0,0.806,0.194,0.431,1,0.3333333333333333,0,0,0.431,1.0,0.0010856423173803526,0.0025188916876574307,0.431,1.0,0.0005149342891278374,0.0011947431302270011
10,0.0,1.0,0.0,0.0,0,0.0,1,0,0.0,1.001194743130227,0.0,0.0037136348178844316,0.0,1.001194743130227,0.0,0.0011947431302270011
11,0.0,0.898,0.102,0.3612,1,0.06666666666666667,0,0,0.3612,1.0,0.000909823677581864,0.0025188916876574307,0.3612,1.0,0.0004315412186379928,0.0011947431302270011
12,0.0,1.0,0.0,0.0,0,0.0,0,1,0.0,1.001194743130227,0.0,0.0037136348178844316,0.0,1.001194743130227,0.0,0.0011947431302270011
13,0.319,0.681,0.0,-0.7925,-1,-1.0,0,0,-0.7925,1.0,-0.001996221662468514,0.0025188916876574307,-0.7925,1.0,-0.0009468339307048984,0.0011947431302270011
14,0.0,1.0,0.0,0.0,0,0.0,0,0,0.0,1.0,0.0,0.0025188916876574307,0.0,1.0,0.0,0.0011947431302270011
15,0.0,1.0,0.0,0.0,0,0.0,0,1,0.0,1.001194743130227,0.0,0.0037136348178844316,0.0,1.001194743130227,0.0,0.0011947431302270011
16,0.0,0.927,0.073,0.2023,1,0.0,0,4,0.2032667861409797,1.004778972520908,0.0014763579293927875,0.007297864208565435,0.2032667861409797,1.004778972520908,0.0009667861409796894,0.0047789725209080045
17,0.0,0.817,0.183,0.5859,1,0.0,0,1,0.5866,1.001194743130227,0.0021758186397984884,0.0037136348178844316,0.5866,1.001194743130227,0.0006999999999999999,0.0011947431302270011
18,0.0,1.0,0.0,0.0,0,0.1,2,7,0.0,1.010752688172043,0.0,0.013271579859700441,0.0,1.010752688172043,0.0,0.010752688172043012
19,0.0,0.788,0.212,0.6249,1,0.15000000000000002,0,0,0.6249,1.0,0.0015740554156171284,0.0025188916876574307,0.6249,1.0,0.000746594982078853,0.0011947431302270011
20,0.0,1.0,0.0,0.0,0,0.0625,0,0,0.0,1.0,0.0,0.0025188916876574307,0.0,1.0,0.0,0.0011947431302270011
21,0.0,1.0,0.0,0.0,0,0.0,0,0,0.0,1.0,0.0,0.0025188916876574307,0.0,1.0,0.0,0.0011947431302270011
22,0.193,0.653,0.154,0.0423,0,0.1,0,0,0.0423,1.0,0.00010654911838790931,0.0025188916876574307,0.0423,1.0,5.053763440860214e-05,0.0011947431302270011
23,0.0,1.0,0.0,0.0,0,0.1,0,0,0.0,1.0,0.0,0.0025188916876574307,0.0,1.0,0.0,0.0011947431302270011
24,0.0,1.0,0.0,0.0,0,0.0,0,0,0.0,1.0,0.0,0.0025188916876574307,0.0,1.0,0.0,0.0011947431302270011
25,0.082,0.703,0.215,0.5252,1,0.375,0,2,0.5264549581839905,1.002389486260454,0.0025778800983481246,0.004908377948111433,0.5264549581839905,1.002389486260454,0.001254958183990442,0.0023894862604540022
26,0.132,0.703,0.165,0.2003,1,0.5,0,0,0.2003,1.0,0.0005045340050377834,0.0025188916876574307,0.2003,1.0,0.00023930704898446833,0.0011947431302270011
27,0.0,1.0,0.0,0.0,0,0.0,0,0,0.0,1.0,0.0,0.0025188916876574307,0.0,1.0,0.0,0.0011947431302270011
28,0.132,0.703,0.165,0.2003,1,0.5,0,0,0.2003,1.0,0.0005045340050377834,0.0025188916876574307,0.2003,1.0,0.00023930704898446833,0.0011947431302270011
29,0.0,1.0,0.0,0.0,0,0.0,0,0,0.0,1.0,0.0,0.0025188916876574307,0.0,1.0,0.0,0.0011947431302270011
30,0.0,1.0,0.0,0.0,0,0.0,1,2,0.0,1.003584229390681,0.0,0.006103121078338434,0.0,1.003584229390681,0.0,0.0035842293906810036
31,0.0,0.791,0.209,0.4404,1,0.7,0,1,0.440926164874552,1.001194743130227,0.0016354847737963037,0.0037136348178844316,0.440926164874552,1.001194743130227,0.0005261648745519713,0.0011947431302270011
32,0.145,0.855,0.0,-0.296,-1,0.0,0,0,-0.296,1.0,-0.0007455919395465995,0.0025188916876574307,-0.296,1.0,-0.00035364396654719233,0.0011947431302270011
33,0.2,0.8,0.0,-0.4588,-1,0.0,4,6,-0.46428148148148146,1.01194743130227,-0.00663714898777871,0.014466322989927442,-0.46428148148148146,1.01194743130227,-0.005481481481481481,0.011947431302270013
34,0.0,1.0,0.0,0.0,0,0.1,0,0,0.0,1.0,0.0,0.0025188916876574307,0.0,1.0,0.0,0.0011947431302270011
35,0.0,1.0,0.0,0.0,0,0.08333333333333333,0,3,0.0,1.003584229390681,0.0,0.006103121078338434,0.0,1.003584229390681,0.0,0.0035842293906810036
36,0.0,0.909,0.091,0.34,1,0.0,0,0,0.34,1.0,0.0008564231738035265,0.0025188916876574307,0.34,1.0,0.0004062126642771804,0.0011947431302270011
37,0.0,1.0,0.0,0.0,0,0.1,0,0,0.0,1.0,0.0,0.0025188916876574307,0.0,1.0,0.0,0.0011947431302270011
38,0.0,1.0,0.0,0.0,0,0.0,0,0,0.0,1.0,0.0,0.0025188916876574307,0.0,1.0,0.0,0.0011947431302270011
39,0.0,0.913,0.087,0.3786,1,-0.125,0,0,0.3786,1.0,0.0009536523929471033,0.0025188916876574307,0.3786,1.0,0.0004523297491039426,0.0011947431302270011
40,0.093,0.805,0.102,0.0516,1,0.1,1,2,0.05178494623655914,1.003584229390681,0.0003149210476422632,0.006103121078338434,0.05178494623655914,1.003584229390681,0.00018494623655913978,0.0035842293906810036
41,0.0,0.748,0.252,0.4019,1,0.5,0,0,0.4019,1.0,0.0010123425692695213,0.0025188916876574307,0.4019,1.0,0.00048016726403823175,0.0011947431302270011
42,0.0,1.0,0.0,0.0,0,0.0625,0,0,0.0,1.0,0.0,0.0025188916876574307,0.0,1.0,0.0,0.0011947431302270011
43,0.0,0.872,0.128,0.4215,1,0.0,0,0,0.4215,1.0,0.001061712846347607,0.0025188916876574307,0.4215,1.0,0.000503584229390681,0.0011947431302270011
44,0.0,1.0,0.0,0.0,0,0.0,0,0,0.0,1.0,0.0,0.0025188916876574307,0.0,1.0,0.0,0.0011947431302270011
45,0.148,0.698,0.154,-0.2103,-1,0.04999999999999999,0,3,-0.2110537634408602,1.003584229390681,-0.0012834863627745727,0.006103121078338434,-0.2110537634408602,1.003584229390681,-0.000753763440860215,0.0035842293906810036
46,0.114,0.886,0.0,-0.2023,-1,0.55,0,0,-0.2023,1.0,-0.0005095717884130983,0.0025188916876574307,-0.2023,1.0,-0.00024169653524492234,0.0011947431302270011
47,0.0,0.839,0.161,0.3612,1,0.0,0,0,0.3612,1.0,0.000909823677581864,0.0025188916876574307,0.3612,1.0,0.0004315412186379928,0.0011947431302270011
